;HeiligenLexikonID;WikidataID;SaintName;ShouldMatch
919;d5e261225Heiligenlexikon-1858;Q316440;Sabas;1
920;d5e232764Heiligenlexikon-1858;Q463631;Raineldis;1
921;d5e231353Heiligenlexikon-1858;Q236974;Radegundis;1
922;d5e194675Heiligenlexikon-1858;Q731114;Philastrius;1
923;d5e397520Heiligenlexikon-1858;Q705878;Willibaldus;1
924;d5e16532Heiligenlexikon-1858;Q1335921;Mamertus;1
925;d3e210675Heiligenlexikon-1858;Q1240660;Donatianus;1
926;d5e149482Heiligenlexikon-1858;Q2405871;Osanna;1
927;d3e152027Heiligenlexikon-1858;Q97457664;Chraudingus;1
928;d3e169485Heiligenlexikon-1858;Q2180834;Conon;1
929;d5e384901Heiligenlexikon-1858;Q561251;Virgilius;1
930;d5e29321Heiligenlexikon-1858;Q685409;Marcou;1
931;d5e364985Heiligenlexikon-1858;Q1393825;Valerius;1
932;d3e148463Heiligenlexikon-1858;Q1255628;Celsus;1
933;d3e188522Heiligenlexikon-1858;Q14849951;Damianus;1
934;d3e258027Heiligenlexikon-1858;Q3737888;Fabius;1
935;d3e322142Heiligenlexikon-1858;Q1520143;Getulius;1
936;d5e237877Heiligenlexikon-1858;Q762603;Remaclus;1
937;d3e336131Heiligenlexikon-1858;Q133063;Gregorius VII;1
938;d5e158187Heiligenlexikon-1858;Q3822562;Papulus;1
939;d5e399704Heiligenlexikon-1858;Q287308;Wolbodo;1
940;d3e84404Heiligenlexikon-1858;Q307724;Audas;1
941;d5e3983Heiligenlexikon-1858;Q468195;Machutus;1
942;d3e28427Heiligenlexikon-1858;Q2836789;Aldobrandesca;1
943;d3e289042Heiligenlexikon-1858;Q163900;Franciscus Xaverius;1
944;d3e361838Heiligenlexikon-1858;Q170164;Helena;1
945;d5e145752Heiligenlexikon-1858;Q1609579;Olympias;1
946;d5e327056Heiligenlexikon-1858;Q382476;Theobaldus;1
947;d3e43345Heiligenlexikon-1858;Q213850;Amos;1
948;d3e149188Heiligenlexikon-1858;Q5063875;Ceraunius;1
949;d3e543581Heiligenlexikon-1858;Q114667949;Laurus;1
950;d3e411415Heiligenlexikon-1858;Q965979;Indaletius;1
951;d3e243494Heiligenlexikon-1858;Q3734195;Euphebius;1
952;d3e20311Heiligenlexikon-1858;Q2720655;Agnes;1
953;d5e225524Heiligenlexikon-1858;Q738988;Queranus;1
954;d5e162366Heiligenlexikon-1858;Q165479;Patricius;1
955;d3e205306Heiligenlexikon-1858;Q20732908;Dogmael;1
956;d3e521188Heiligenlexikon-1858;Q1063344;Kenelmus;1
957;d3e134466Heiligenlexikon-1858;Q26222394;Camilla Gentili;1
958;d5e238550Heiligenlexikon-1858;Q2142978;Remigius;1
959;d3e578761Heiligenlexikon-1858;Q719683;Ludgerus;1
960;d3e352254Heiligenlexikon-1858;Q1659568;Gunthiernus;1
961;d3e161128Heiligenlexikon-1858;Q720076;Clemens;1
962;d5e206975Heiligenlexikon-1858;Q16895836;Polychronius;1
963;d5e355920Heiligenlexikon-1858;Q3464574;Ulfia;1
964;d5e254352Heiligenlexikon-1858;Q2459547;Ruadanus;1
965;d3e156481Heiligenlexikon-1858;Q3010195;Cilinia;1
966;d3e265644Heiligenlexikon-1858;Q2252489;Felix;1
967;d3e20257Heiligenlexikon-1858;Q210096;Agnes;1
968;d5e147600Heiligenlexikon-1858;Q2028282;Oranda;1
969;d3e230937Heiligenlexikon-1858;Q582990;Enimia;1
970;d3e227116Heiligenlexikon-1858;Q159862;Elisabeth;1
971;d5e325452Heiligenlexikon-1858;Q1255067;Tharasius;1
972;d5e289899Heiligenlexikon-1858;Q2275313;Severinus;1
973;d5e96841Heiligenlexikon-1858;Q1277399;Metrophanes;1
974;d3e118666Heiligenlexikon-1858;Q865423;Birillus;1
975;d3e119497Heiligenlexikon-1858;Q151967;Blasius;1
976;d5e308997Heiligenlexikon-1858;Q2332112;Stapinus;1
977;d5e141474Heiligenlexikon-1858;Q20995276;Obdulia;1
978;d5e326886Heiligenlexikon-1858;Q4454645;Thenna;1
979;d3e265058Heiligenlexikon-1858;Q3742239;Felix;1
980;d3e218585Heiligenlexikon-1858;Q93667;Eata;1
981;d3e266082Heiligenlexikon-1858;Q1357293;Felix;1
982;d3e147942Heiligenlexikon-1858;Q3664216;Celerinus;1
983;d3e150857Heiligenlexikon-1858;Q984059;Chariton;1
984;d3e122878Heiligenlexikon-1858;Q2910280;Bonitus;1
985;d3e296164Heiligenlexikon-1858;Q121417574;Fronto;1
986;d3e548933Heiligenlexikon-1858;Q1818867;Leodegarius;1
987;d5e314250Heiligenlexikon-1858;Q280476;Sturmius;1
988;d3e132669Heiligenlexikon-1858;Q2387141;Calepodius;1
989;d5e379205Heiligenlexikon-1858;Q1288238;Victricius;1
990;d5e369204Heiligenlexikon-1858;Q9093014;Veremundus;1
991;d3e455046Heiligenlexikon-1858;Q313795;Johannes Cassianus;1
992;d5e28433Heiligenlexikon-1858;Q93397586;Marcianus;1
993;d5e258056Heiligenlexikon-1858;Q2459547;Ruodanus;1
994;d3e586090Heiligenlexikon-1858;Q694263;Lullus;1
995;d3e161950Heiligenlexikon-1858;Q3650618;Cleonicus;1
996;d5e244071Heiligenlexikon-1858;Q153024;Rita;1
997;d5e106652Heiligenlexikon-1858;Q2401572;Modestus;1
998;d5e7282Heiligenlexikon-1858;Q576323;Mafalda;1
999;d3e2731Heiligenlexikon-1858;Q19602727;Abudemius;1
1000;d3e157428Heiligenlexikon-1858;Q3483508;Clara;1
1001;d3e555615Heiligenlexikon-1858;Q2057086;Leudinus Bodo;1
1002;d3e393347Heiligenlexikon-1858;Q3882751;Honoratus;1
1003;d3e8750Heiligenlexikon-1858;Q76802;Adelheidis;1
1004;d3e84712Heiligenlexikon-1858;Q651657;Audoenus;1
1005;d3e3303Heiligenlexikon-1858;Q2176275;Acacius;1
1006;d5e60987Heiligenlexikon-1858;Q3295693;Martinus;1
1007;d5e346114Heiligenlexikon-1858;Q2330524;Tiburtius;1
1008;d3e221149Heiligenlexikon-1858;Q348955;Edwinus;1
1009;d3e488881Heiligenlexikon-1858;Q2282958;Josephus Hymnographus;1
1010;d3e38344Heiligenlexikon-1858;Q453698;Amandus;1
1011;d5e293852Heiligenlexikon-1858;Q428094;Sigfridus;1
1012;d3e530526Heiligenlexikon-1858;Q233012;Kynga;1
1013;d3e26041Heiligenlexikon-1858;Q60059;Albertus Magnus;1
1014;d5e218932Heiligenlexikon-1858;Q3402876;Projectus;1
1015;d3e82569Heiligenlexikon-1858;Q780243;Athenodorus;1
1016;d3e400171Heiligenlexikon-1858;Q3143202;Humbertus;1
1017;d3e9423Heiligenlexikon-1858;Q709718;Adelmus;1
1018;d3e494563Heiligenlexikon-1858;Q14055566;Jovita;1
1019;d5e53046Heiligenlexikon-1858;Q543320;Marina;1
1020;d3e289332Heiligenlexikon-1858;Q3750782;Franciscus de Fabriano;1
1021;d3e59411Heiligenlexikon-1858;Q599290;Antoninus;1
1022;d3e205907Heiligenlexikon-1858;Q1238073;Dominicus;1
1023;d3e193613Heiligenlexikon-1858;Q310633;Demetrius;1
1024;d3e303752Heiligenlexikon-1858;Q5518809;Galla;1
1025;d5e66029Heiligenlexikon-1858;Q2270111;Maternus;1
1026;d3e247084Heiligenlexikon-1858;Q160514;Eusebius;1
1027;d3e282169Heiligenlexikon-1858;Q1374816;Foillanus;1
1028;d5e345370Heiligenlexikon-1858;Q1284098;Thuribius;1
1029;d5e358758Heiligenlexikon-1858;Q2501466;Ursicinus;1
1030;d5e163998Heiligenlexikon-1858;Q237824;Paula;1
1031;d5e172893Heiligenlexikon-1858;Q9200;Paulus;1
1032;d3e137490Heiligenlexikon-1858;Q977571;Caprasius;1
1033;d3e175648Heiligenlexikon-1858;Q981729;Crescens;1
1034;d3e161152Heiligenlexikon-1858;Q720076;Clemens I;1
1035;d5e262120Heiligenlexikon-1858;Q262751;Sabina;1
1036;d3e44281Heiligenlexikon-1858;Q1291868;Anastasia;1
1037;d3e125419Heiligenlexikon-1858;Q204996;Brigida;1
1038;d3e62072Heiligenlexikon-1858;Q170547;Antonius;1
1039;d3e138123Heiligenlexikon-1858;Q4209227;Carilefus;1
1040;d3e325126Heiligenlexikon-1858;Q740017;Gislenus;1
1041;d3e337610Heiligenlexikon-1858;Q4149099;Gregorius;1
1042;d3e332009Heiligenlexikon-1858;Q704817;Gorgonius;1
1043;d5e330394Heiligenlexikon-1858;Q3650770;Theodoritus;1
1044;d3e69954Heiligenlexikon-1858;Q1565558;Aquilina;1
1045;d3e19294Heiligenlexikon-1858;Q85973878;Agileus;1
1046;d5e25040Heiligenlexikon-1858;Q6756480;Marcellus;1
1047;d5e252820Heiligenlexikon-1858;Q244383;Rosa;1
1048;d5e61105Heiligenlexikon-1858;Q133704;Martinus;1
1049;d3e353470Heiligenlexikon-1858;Q1382565;Guthlacus;1
1050;d5e308537Heiligenlexikon-1858;Q203437;Stanislaus Kostka;1
1051;d3e259211Heiligenlexikon-1858;Q16198541;Fanchea;1
1052;d5e336817Heiligenlexikon-1858;Q297584;Theophanes;1
1053;d5e338365Heiligenlexikon-1858;Q10381056;Theotimus;1
1054;d3e320468Heiligenlexikon-1858;Q3761242;Gerontius;1
1055;d5e372027Heiligenlexikon-1858;Q110677252;Victor;1
1056;d3e153711Heiligenlexikon-1858;Q237882;Christina;1
1057;d3e421448Heiligenlexikon-1858;Q379685;Isidorus;1
1058;d3e223229Heiligenlexikon-1858;Q705378;Elesbaan;1
1059;d3e89237Heiligenlexikon-1858;Q18222658;Auxibius;1
1060;d3e86622Heiligenlexikon-1858;Q4821868;Aunarius;1
1061;d3e106521Heiligenlexikon-1858;Q44265;Benedictus;1
1062;d3e51029Heiligenlexikon-1858;Q3617288;Angelus a Furcio;1
1063;d3e439958Heiligenlexikon-1858;Q9396827;Jason;1
1064;d3e415834Heiligenlexikon-1858;Q264096;Irene;1
1065;d5e221450Heiligenlexikon-1858;Q4383206;Publius;1
1066;d3e283255Heiligenlexikon-1858;Q18918375;Fortunata;1
1067;d3e153442Heiligenlexikon-1858;Q237882;Christina;1
1068;d5e144962Heiligenlexikon-1858;Q193198;Olga;1
1069;d3e125097Heiligenlexikon-1858;Q913528;Brictius;1
1070;d3e103120Heiligenlexikon-1858;Q457903;Bavo;1
1071;d3e519279Heiligenlexikon-1858;Q1133742;Kainnechus;1
1072;d5e253291Heiligenlexikon-1858;Q254402;Rosalia;1
1073;d3e559959Heiligenlexikon-1858;Q488749;Liborius;1
1074;d5e381145Heiligenlexikon-1858;Q318974;Vincentius;1
1075;d3e92548Heiligenlexikon-1858;Q508782;Balbina;1
1076;d5e388895Heiligenlexikon-1858;Q2709203;Volusianus;1
1077;d3e388885Heiligenlexikon-1858;Q1827850;Hildulfus;1
1078;d5e313231Heiligenlexikon-1858;Q161775;Stephanus;1
1079;d5e20443Heiligenlexikon-1858;Q1278177;Mansuy;1
1080;d3e2908Heiligenlexikon-1858;Q4056481;Abundius;1
1081;d5e305931Heiligenlexikon-1858;Q3491077;Sophia;1
1082;d5e269986Heiligenlexikon-1858;Q3824785;Saturius;1
1083;d3e273003Heiligenlexikon-1858;Q3744556;Fidentius;1
1084;d5e294091Heiligenlexikon-1858;Q729774;Sigirannus;1
1085;d5e125316Heiligenlexikon-1858;Q417686;Nazarius;1
1086;d5e372050Heiligenlexikon-1858;Q110677252;Victor;1
1087;d3e285883Heiligenlexikon-1858;Q3080376;Frambaldus;1
1088;d3e340243Heiligenlexikon-1858;Q475973;Gualfardus;1
1089;d3e509828Heiligenlexikon-1858;Q185117;Justinus;1
1090;d3e216765Heiligenlexikon-1858;Q190089;Duns Scotus;1
1091;d5e177918Heiligenlexikon-1858;Q1350112;Petronax;1
1092;d3e232930Heiligenlexikon-1858;Q655381;Epiphanius;1
1093;d3e243800Heiligenlexikon-1858;Q240610;Euphemia;1
1094;d3e490595Heiligenlexikon-1858;Q317126;Josephus Anchieta;1
1095;d3e6488Heiligenlexikon-1858;Q348145;Adalgisus;1
1096;d3e133822Heiligenlexikon-1858;Q1027390;Calocerus;1
1097;d5e90604Heiligenlexikon-1858;Q366198;Mellitus;1
1098;d5e28457Heiligenlexikon-1858;Q93397586;Marcianus;1
1099;d3e103409Heiligenlexikon-1858;Q19202889;Beatrix;1
1100;d3e44763Heiligenlexikon-1858;Q254896;Anastasius;1
1101;d5e327016Heiligenlexikon-1858;Q2210029;Theobaldus;1
1102;d5e316970Heiligenlexikon-1858;Q464363;Swithunus;1
1103;d5e130649Heiligenlexikon-1858;Q129434;Nicetas;1
1104;d3e92800Heiligenlexikon-1858;Q4850395;Baldericus;1
1105;d5e302942Heiligenlexikon-1858;Q161443;Siricius;1
1106;d3e396661Heiligenlexikon-1858;Q159834;Hubertus;1
1107;d5e149187Heiligenlexikon-1858;Q752046;Orontius;1
1108;d5e240224Heiligenlexikon-1858;Q1407613;Restituta;1
1109;d5e329376Heiligenlexikon-1858;Q3650770;Theodoretus;1
1110;d3e4961Heiligenlexikon-1858;Q3604573;Acindynus;1
1111;d3e109014Heiligenlexikon-1858;Q652797;Benignus;1
1112;d3e360622Heiligenlexikon-1858;Q98272;Heimeradus;1
1113;d3e115727Heiligenlexikon-1858;Q1956257;Berthinus;1
1114;d3e167290Heiligenlexikon-1858;Q3684560;Cominius;1
1115;d5e264282Heiligenlexikon-1858;Q3945274;Salaberga;1
1116;d3e358448Heiligenlexikon-1858;Q5744936;Hariolfus;1
1117;d5e394311Heiligenlexikon-1858;Q438362;Wiborada;1
1118;d5e231419Heiligenlexikon-1858;Q236974;Radegundis;1
1119;d5e311282Heiligenlexikon-1858;Q3065847;Stephanus;1
1120;d3e112959Heiligenlexikon-1858;Q2259281;Bernardus;1
1121;d5e254546Heiligenlexikon-1858;Q2635887;Rudericus;1
1122;d5e66941Heiligenlexikon-1858;Q100206;Mathildis;1
1123;d5e148414Heiligenlexikon-1858;Q928522;Orientius;1
1124;d3e65306Heiligenlexikon-1858;Q434222;Aphraates;1
1125;d3e52463Heiligenlexikon-1858;Q384117;Anianus;1
1126;d5e32739Heiligenlexikon-1858;Q132797;Marcus;1
1127;d3e413434Heiligenlexikon-1858;Q1664137;Innocentia;1
1128;d3e524780Heiligenlexikon-1858;Q181738;Killianus;1
1129;d5e293277Heiligenlexikon-1858;Q3483351;Sidonius;1
1130;d3e45800Heiligenlexikon-1858;Q3615108;Anatolia;1
1131;d5e369860Heiligenlexikon-1858;Q196653;Veronica;1
1132;d3e263954Heiligenlexikon-1858;Q11697793;Felicitas;1
1133;d5e277089Heiligenlexikon-1858;Q16185936;Sebastianus Kimura;1
1134;d5e150648Heiligenlexikon-1858;Q269867;Othilia;1
1135;d3e260356Heiligenlexikon-1858;Q4480411;Faustinianus;1
1136;d5e349430Heiligenlexikon-1858;Q1303653;Torpes;1
1137;d3e116956Heiligenlexikon-1858;Q828634;Bertrandus;1
1138;d3e173923Heiligenlexikon-1858;Q54798;Cornelius;1
1139;d3e130551Heiligenlexikon-1858;Q304832;Caesarius;1
1140;d3e35550Heiligenlexikon-1858;Q456069;Alphonsus de Burgos;1
1141;d5e307279Heiligenlexikon-1858;Q7576345;Sperandea;1
1142;d3e316324Heiligenlexikon-1858;Q116497676;Gerardus Hovaeus;1
1143;d5e27189Heiligenlexikon-1858;Q178004;Marcianus;1
1144;d3e93579Heiligenlexikon-1858;Q116659872;Balsemius;1
1145;d3e74661Heiligenlexikon-1858;Q666408;Aristobulus;1
1146;d5e238035Heiligenlexikon-1858;Q506140;Rembertus;1
1147;d5e200101Heiligenlexikon-1858;Q2948411;Phoebadius;1
1148;d5e266543Heiligenlexikon-1858;Q18398390;Salvius;1
1149;d3e11507Heiligenlexikon-1858;Q374822;Adrianus;1
1150;d5e137639Heiligenlexikon-1858;Q106509713;Nocala;1
1151;d3e519924Heiligenlexikon-1858;Q310440;Karlmann;1
1152;d5e340552Heiligenlexikon-1858;Q2420809;Thiemo;1
1153;d5e124119Heiligenlexikon-1858;Q9048833;Natalia;1
1154;d3e243762Heiligenlexikon-1858;Q240610;Euphemia;1
1155;d3e9597Heiligenlexikon-1858;Q355347;Adelphus;1
1156;d5e402677Heiligenlexikon-1858;Q182123;Yreneus;1
1157;d3e245679Heiligenlexikon-1858;Q2366998;Eurosia;1
1158;d5e74739Heiligenlexikon-1858;Q112775438;Maurus;1
1159;d5e161533Heiligenlexikon-1858;Q3368694;Paternus;1
1160;d5e201387Heiligenlexikon-1858;Q113388669;Pigmenius;1
1161;d5e211800Heiligenlexikon-1858;Q676485;Praxedes;1
1162;d3e215635Heiligenlexikon-1858;Q1048893;Drogo;1
1163;d3e44735Heiligenlexikon-1858;Q4064903;Anastasius;1
1164;d3e111834Heiligenlexikon-1858;Q316295;Bernardinus Senensis;1
1165;d3e208929Heiligenlexikon-1858;Q1080901;Domninus;1
1166;d3e315017Heiligenlexikon-1858;Q117759;Gerardus Sagredo;1
1167;d3e551245Heiligenlexikon-1858;Q6526588;Leonides;1
1168;d3e149852Heiligenlexikon-1858;Q1150806;Cesar de Bus;1
1169;d5e397770Heiligenlexikon-1858;Q160714;Willibrordus;1
1170;d5e220784Heiligenlexikon-1858;Q3822661;Prudentius;1
1171;d5e109260Heiligenlexikon-1858;Q3066480;Molassus;1
1172;d5e144259Heiligenlexikon-1858;Q470859;Odulphus;1
1173;d3e190423Heiligenlexikon-1858;Q18527449;Darlugdacha;1
1174;d5e237444Heiligenlexikon-1858;Q3431871;Regulus;1
1175;d3e265000Heiligenlexikon-1858;Q3742239;Felix;1
1176;d3e109427Heiligenlexikon-1858;Q3638217;Benincasa;1
1177;d3e249877Heiligenlexikon-1858;Q5414355;Eustochius;1
1178;d3e185159Heiligenlexikon-1858;Q1795174;Cyrillus;1
1179;d5e28148Heiligenlexikon-1858;Q11767925;Marcianus;1
1180;d5e161167Heiligenlexikon-1858;Q672439;Paterius;1
1181;d3e295434Heiligenlexikon-1858;Q1347495;Frigdianus;1
1182;d5e386116Heiligenlexikon-1858;Q732865;Vitalis;1
1183;d3e320058Heiligenlexikon-1858;Q3104446;Geroldus;1
1184;d5e310437Heiligenlexikon-1858;Q161775;Stephanus;1
1185;d5e56264Heiligenlexikon-1858;Q872406;Marsus;1
1186;d5e243442Heiligenlexikon-1858;Q445183;Rictrudis;1
1187;d3e248260Heiligenlexikon-1858;Q218921;Eustachius;1
1188;d3e89369Heiligenlexikon-1858;Q7401011;Ava;1
1189;d3e24539Heiligenlexikon-1858;Q686948;Albanus;1
1190;d5e92091Heiligenlexikon-1858;Q1269184;Menas;1
1191;d3e116335Heiligenlexikon-1858;Q1813938;Bertilia;1
1192;d5e290542Heiligenlexikon-1858;Q1355757;Severus;1
1193;d3e29998Heiligenlexikon-1858;Q10853573;Alexander;1
1194;d3e185612Heiligenlexikon-1858;Q54572377;Cyrion;1
1195;d5e155544Heiligenlexikon-1858;Q336731;Pancratius;1
1196;d3e3263Heiligenlexikon-1858;Q350814;Acacius;1
1197;d5e348827Heiligenlexikon-1858;Q3991848;Titus;1
1198;d5e358974Heiligenlexikon-1858;Q1385227;Ursmarus;1
1199;d3e69130Heiligenlexikon-1858;Q618214;Aprus;1
1200;d3e508573Heiligenlexikon-1858;Q288295;Justina;1
1201;d3e78018Heiligenlexikon-1858;Q16930922;Artemas;1
1202;d3e29961Heiligenlexikon-1858;Q10853573;Alexander;1
1203;d3e96442Heiligenlexikon-1858;Q287916;Barrus;1
1204;d5e218953Heiligenlexikon-1858;Q3402876;Projectus;1
1205;d5e166959Heiligenlexikon-1858;Q3372512;Paulus;1
1206;d3e405921Heiligenlexikon-1858;Q704189;Ibarus;1
1207;d3e27561Heiligenlexikon-1858;Q45474;Albuinus;1
1208;d5e237135Heiligenlexikon-1858;Q918364;Regis;1
1209;d3e191902Heiligenlexikon-1858;Q331697;David;1
1210;d3e545908Heiligenlexikon-1858;Q58559;Leo IX;1
1211;d3e107807Heiligenlexikon-1858;Q44265;Benedictus;1
1212;d3e316800Heiligenlexikon-1858;Q1358575;Gerasimus;1
1213;d3e149606Heiligenlexikon-1858;Q3010217;Cerenicus;1
1214;d3e41979Heiligenlexikon-1858;Q473349;Ammon;1
1215;d3e315087Heiligenlexikon-1858;Q1559049;Gerardus;1
1216;d5e148019Heiligenlexikon-1858;Q16202581;Orentius;1
1217;d3e128556Heiligenlexikon-1858;Q1889720;Cadocus;1
1218;d3e2878Heiligenlexikon-1858;Q935496;Abundius;1
1219;d3e191604Heiligenlexikon-1858;Q3703644;David;1
1220;d3e390528Heiligenlexikon-1858;Q207113;Hippolytus;1
1221;d5e176041Heiligenlexikon-1858;Q7167812;Peregrinus;1
1222;d5e17906Heiligenlexikon-1858;Q3300101;Manahen;1
1223;d3e257648Heiligenlexikon-1858;Q131159;Fabianus;1
1224;d3e950Heiligenlexikon-1858;Q479645;Abdias;1
1225;d5e318521Heiligenlexikon-1858;Q523662;Syrus;1
1226;d3e327095Heiligenlexikon-1858;Q2123866;Godeberta;1
1227;d3e1041Heiligenlexikon-1858;Q19602726;Abdiesus;1
1228;d3e39703Heiligenlexikon-1858;Q2670157;Amator;1
1229;d5e242064Heiligenlexikon-1858;Q235655;Richardis;1
1230;d3e557489Heiligenlexikon-1858;Q3940575;Liberalis;1
1231;d3e46057Heiligenlexikon-1858;Q156600;Anatolius;1
1232;d3e271803Heiligenlexikon-1858;Q1774929;Ferreolus;1
1233;d5e395230Heiligenlexikon-1858;Q3340821;Wilfetrudis;1
1234;d5e101214Heiligenlexikon-1858;Q153447;Mildreda;1
1235;d3e156996Heiligenlexikon-1858;Q54572377;Cirion;1
1236;d5e403444Heiligenlexikon-1858;Q139467;Zacharias;1
1237;d3e162014Heiligenlexikon-1858;Q7401130;Cleopatra;1
1238;d3e18336Heiligenlexikon-1858;Q3820096;Agathoclia;1
1239;d3e343385Heiligenlexikon-1858;Q3779524;Guido de Cortona;1
1240;d3e198340Heiligenlexikon-1858;Q2420809;Diemo;1
1241;d5e146949Heiligenlexikon-1858;Q1561994;Opportuna;1
1242;d5e276457Heiligenlexikon-1858;Q516729;Sebaldus;1
1243;d3e331351Heiligenlexikon-1858;Q15304031;Gordianus;1
1244;d3e149299Heiligenlexikon-1858;Q590391;Cerbonius;1
1245;d3e163221Heiligenlexikon-1858;Q3397178;Codratus;1
1246;d3e407586Heiligenlexikon-1858;Q44281;Ignatius de Loyola;1
1247;d3e91736Heiligenlexikon-1858;Q797915;Babylas;1
1248;d5e156766Heiligenlexikon-1858;Q1394174;Paphnutius;1
1249;d3e173190Heiligenlexikon-1858;Q445189;Cordula;1
1250;d5e181621Heiligenlexikon-1858;Q33923;Petrus;1
1251;d5e109131Heiligenlexikon-1858;Q3066480;Molaisse;1
1252;d5e312676Heiligenlexikon-1858;Q161775;Stephanus;1
1253;d3e123109Heiligenlexikon-1858;Q4942557;Bononius;1
1254;d3e501703Heiligenlexikon-1858;Q724454;Julianus;1
1255;d5e109195Heiligenlexikon-1858;Q5240289;Molaissi;1
1256;d5e126559Heiligenlexikon-1858;Q3464537;Nennoca;1
1257;d3e193057Heiligenlexikon-1858;Q469978;Deivota;1
1258;d3e588434Heiligenlexikon-1858;Q291708;Lutgardis;1
1259;d3e555270Heiligenlexikon-1858;Q436931;Leucius;1
1260;d5e74297Heiligenlexikon-1858;Q3300230;Maurontus;1
1261;d3e396988Heiligenlexikon-1858;Q159834;Hucbertus;1
1262;d3e323647Heiligenlexikon-1858;Q9268078;Gilduinus;1
1263;d5e237580Heiligenlexikon-1858;Q463631;Reineldis;1
1264;d5e310705Heiligenlexikon-1858;Q3592412;Stephanus;1
1265;d5e252456Heiligenlexikon-1858;Q510178;Ronanus;1
1266;d5e338082Heiligenlexikon-1858;Q3983958;Theopista;1
1267;d5e242276Heiligenlexikon-1858;Q3431374;Richardus;1
1268;d5e28565Heiligenlexikon-1858;Q11767925;Marcianus;1
1269;d5e53144Heiligenlexikon-1858;Q2664456;Marina;1
1270;d5e39458Heiligenlexikon-1858;Q543320;Maria;1
1271;d5e222339Heiligenlexikon-1858;Q231919;Pulcheria;1
1272;d5e306739Heiligenlexikon-1858;Q101280;Soter;1
1273;d5e297551Heiligenlexikon-1858;Q1088039;Silvia;1
1274;d3e554236Heiligenlexikon-1858;Q349086;Leopoldus;1
1275;d3e154023Heiligenlexikon-1858;Q193507;Christophorus;1
1276;d5e295250Heiligenlexikon-1858;Q16606231;Silvanus;1
1277;d5e161512Heiligenlexikon-1858;Q3368694;Paternus;1
1278;d5e147998Heiligenlexikon-1858;Q928522;Orentius;1
1279;d3e26747Heiligenlexikon-1858;Q4531465;Albeus;1
1280;d3e265670Heiligenlexikon-1858;Q2252489;Felix;1
1281;d5e392846Heiligenlexikon-1858;Q377195;Waningus;1
1282;d3e49397Heiligenlexikon-1858;Q513430;Andronicus;1
1283;d3e110870Heiligenlexikon-1858;Q724169;Berchmans Johannes;1
1284;d5e250285Heiligenlexikon-1858;Q3440790;Romanus;1
1285;d3e230877Heiligenlexikon-1858;Q32313;Engratia;1
1286;d3e167477Heiligenlexikon-1858;Q3684560;Comitius;1
1287;d3e143104Heiligenlexikon-1858;Q974960;Castor;1
1288;d5e254229Heiligenlexikon-1858;Q97457664;Rouin;1
1289;d3e94037Heiligenlexikon-1858;Q1272204;Baltherus;1
1290;d3e384529Heiligenlexikon-1858;Q44344;Hilarius;1
1291;d5e229561Heiligenlexikon-1858;Q30691241;Quirinus;1
1292;d5e235204Heiligenlexikon-1858;Q704364;Raymundus Nonnatus;1
1293;d3e350374Heiligenlexikon-1858;Q1834624;Gummarus;1
1294;d3e55157Heiligenlexikon-1858;Q2176980;Ansanus;1
1295;d3e94820Heiligenlexikon-1858;Q192816;Barbara;1
1296;d5e185803Heiligenlexikon-1858;Q744531;Petrus Paschasius;1
1297;d5e130572Heiligenlexikon-1858;Q3875937;Nicetas;1
1298;d3e39883Heiligenlexikon-1858;Q2000474;Amatus;1
1299;d3e1323Heiligenlexikon-1858;Q3603452;Abeluzius;1
1300;d5e163013Heiligenlexikon-1858;Q165479;Patricius;1
1301;d3e168667Heiligenlexikon-1858;Q1124235;Concordius;1
1302;d5e270367Heiligenlexikon-1858;Q673715;Saturnina;1
1303;d3e227821Heiligenlexikon-1858;Q17993178;Elpidius;1
1304;d3e260428Heiligenlexikon-1858;Q11921622;Faustinus;1
1305;d5e313944Heiligenlexikon-1858;Q124150645;Stratonicus;1
1306;d5e84332Heiligenlexikon-1858;Q42107;Mayeul;1
1307;d5e309205Heiligenlexikon-1858;Q16666017;Stephana;1
1308;d3e182594Heiligenlexikon-1858;Q729774;Cyranus;1
1309;d3e38623Heiligenlexikon-1858;Q453698;Amandus;1
1310;d3e60940Heiligenlexikon-1858;Q599290;Antonius;1
1311;d3e208656Heiligenlexikon-1858;Q32954;Domninus;1
1312;d3e144791Heiligenlexikon-1858;Q1050218;Cataldus;1
1313;d3e550332Heiligenlexikon-1858;Q119289;Leonardus a Portu Mauritio;1
1314;d3e88692Heiligenlexikon-1858;Q83702;Austremonius;1
1315;d3e93627Heiligenlexikon-1858;Q1272204;Balterus;1
1316;d3e297980Heiligenlexikon-1858;Q3754183;Fulgentius;1
1317;d3e121997Heiligenlexikon-1858;Q160445;Bonifacius;1
1318;d3e92901Heiligenlexikon-1858;Q2696798;Baldomerus;1
1319;d3e274467Heiligenlexikon-1858;Q622095;Finianus;1
1320;d5e61076Heiligenlexikon-1858;Q133704;Martinus;1
1321;d5e252323Heiligenlexikon-1858;Q1114706;Romulus;1
1322;d3e9685Heiligenlexikon-1858;Q355579;Adeltrudis;1
1323;d5e240947Heiligenlexikon-1858;Q2913272;Reverianus;1
1324;d3e44444Heiligenlexikon-1858;Q232975;Anastasia;1
1325;d5e22744Heiligenlexikon-1858;Q160373;Marcellinus;1
